Material,Lay-up,"Vf, %",Resin Type,Resin,0 Deg fabric name,45 Deg fabric name,45 Deg fabric %,90 Deg fabric name,90 Deg fabric %,other %,"Thickness, mm",Cure / Post Cure,Process,Test #,Coupon,"Max. Stress, MPa","Min. Stress, MPa",R-value,"Freq., Hz or mm/s","E, GPa (0.1-0.3%)",Max. % Strain,Cycles,"Moisture Gain, %",Contractor report,Conference Paper
CE1,[V(+/-45)g/0c]S,40.4,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.87,8h @ 60C,,,CE1-100-L,683.0,,,0.0254,60.9,1.13,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,42.4,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.74,8h @ 60C,,,CE1-102-L,827.0,,,0.0254,57.5,1.4,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,39.3,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.95,8h @ 60C,,,CE1-104-L,813.0,,,0.0254,63.0,1.43,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,44.8,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.59,8h @ 60C,,,CE1-106-L,735.0,,,0.0254,51.4,1.29,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,45.5,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.55,8h @ 60C,,,CE1-108-L,873.0,,,0.0254,47.6,1.65,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,43.5,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.67,8h @ 60C,,,CE1-118-L,690.0,69.0,0.1,1.0,56.1,1.25,12.0,0.0,,
CE1,[V(+/-45)g/0c]S,44.3,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.62,8h @ 60C,,,CE1-114-L,690.0,69.0,0.1,1.0,56.3,1.24,4367.0,0.0,,
CE1,[V(+/-45)g/0c]S,42.1,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.76,8h @ 60C,,,CE1-112-L,690.0,69.0,0.1,1.0,55.1,1.25,737.0,0.0,,
CE1,[V(+/-45)g/0c]S,44.1,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.63,8h @ 60C,,,CE1-116-L,690.0,69.0,0.1,1.0,53.4,1.23,19538.0,0.0,,
CE1,[V(+/-45)g/0c]S,45.2,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.57,8h @ 60C,,,CE1-110-L,629.0,62.9,0.1,1.0,57.4,1.1,130352.0,0.0,,
CE1,[V(+/-45)g/0c]S,42.4,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.74,8h @ 60C,,,CE1-111-LW,794.0,,,0.0254,58.5,1.35,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,42.7,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.72,8h @ 60C,,,CE1-113-LW,740.0,,,0.0254,45.7,1.49,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,42.4,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.74,8h @ 60C,,,CE1-115-LW,748.0,,,0.0254,59.0,1.26,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,40.9,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.84,8h @ 60C,,,CE1-117-LW,789.0,,,0.0254,62.8,1.26,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,44.8,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.59,8h @ 60C,,,CE1-119-LW,866.0,,,0.0254,65.6,1.31,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,41.0,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.83,8h @ 60C,,,CE1-123-LW,655.0,65.5,0.1,1.0,54.6,1.15,27111.0,1.34,,
CE1,[V(+/-45)g/0c]S,42.4,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.74,8h @ 60C,,,CE1-127-LW,672.0,67.2,0.1,1.0,55.1,1.17,298.0,1.34,,
CE1,[V(+/-45)g/0c]S,45.2,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.57,8h @ 60C,,,CE1-125-LW,621.0,62.1,0.1,1.4,52.6,1.21,75333.0,1.34,,
CE1,[V(+/-45)g/0c]S,44.0,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.64,8h @ 60C,,,CE1-121-LW,655.0,65.5,0.1,1.2,54.4,1.16,3137.0,1.34,,
CE1,[V(+/-45)g/0c]S,46.6,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.49,8h @ 60C,,,CE1-129-LW,655.0,65.5,0.1,1.0,54.8,1.15,7403.0,1.34,,
CE1,[V(+/-45)g/0c]S,43.1,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.69,8h @ 60C,,,CE1-132-T,104.0,,,0.0254,11.4,3.33,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,38.2,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,3.04,8h @ 60C,,,CE1-134-T,93.0,,,0.0254,11.3,2.9,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,41.0,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.83,8h @ 60C,,,CE1-136-T,95.3,,,0.0254,10.3,3.84,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,41.2,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.82,8h @ 60C,,,CE1-138-T,99.0,,,0.0254,11.0,3.0,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,43.1,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.69,8h @ 60C,,,CE1-140-T,99.8,,,0.0254,9.38,2.8,1.0,0.0,,
CE1,[V(+/-45)g/0c]S,40.9,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.84,8h @ 60C,,,CE1-141-TW,65.0,,,0.0254,8.41,1.8,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,38.6,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,3.01,8h @ 60C,,,CE1-143-TW,67.9,,,0.0254,7.86,1.9,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,38.2,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,3.04,8h @ 60C,,,CE1-145-TW,64.9,,,0.0254,8.34,1.8,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,42.5,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.73,8h @ 60C,,,CE1-147-TW,71.7,,,0.0254,9.03,1.9,1.0,1.2,,
CE1,[V(+/-45)g/0c]S,41.9,Epoxy,Pro-set INF 114/211,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.77,8h @ 60C,,,CE1-149-TW,71.8,,,0.0254,9.03,1.8,1.0,1.2,,
CE2,[V(+/-45)g/0c]S,36.4,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.34,8h @ 60C,,,CE2-200-L,753.0,,,0.0254,54.0,1.49,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,35.2,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.45,8h @ 60C,,,CE2-202-L,773.0,,,0.0254,52.7,1.47,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,37.0,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.28,8h @ 60C,,,CE2-204-L,808.0,,,0.0254,52.4,1.42,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,36.4,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.34,8h @ 60C,,,CE2-206-L,755.0,,,0.0254,59.4,1.26,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,35.4,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.43,8h @ 60C,,,CE2-208-L,777.0,,,0.0254,55.4,1.34,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,39.2,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.1,8h @ 60C,,,CE2-224-L,655.0,65.5,0.1,1.0,53.8,1.17,24750.0,0.0,,
CE2,[V(+/-45)g/0c]S,39.7,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.06,8h @ 60C,,,CE2-226-L,655.0,65.5,0.1,1.0,50.7,1.25,6444.0,0.0,,
CE2,[V(+/-45)g/0c]S,39.2,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.1,8h @ 60C,,,CE2-228-L,655.0,65.5,0.1,1.0,58.4,1.11,5859.0,0.0,,
CE2,[V(+/-45)g/0c]S,39.6,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.07,8h @ 60C,,,CE2-201-L,621.0,62.1,0.1,1.2,56.7,1.05,98248.0,0.0,,
CE2,[V(+/-45)g/0c]S,34.6,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.51,8h @ 60C,,,CE2-211-LW,636.0,,,0.0254,50.4,1.26,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,36.5,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.33,8h @ 60C,,,CE2-213-LW,726.0,,,0.0254,53.5,1.32,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,37.8,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.21,8h @ 60C,,,CE2-215-LW,734.0,,,0.0254,51.4,1.38,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,37.5,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.24,8h @ 60C,,,CE2-217-LW,740.0,,,0.0254,59.8,1.24,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,38.2,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.18,8h @ 60C,,,CE2-219-LW,789.0,,,0.0254,61.4,1.28,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,37.5,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.24,8h @ 60C,,,CE2-227-LW,614.0,61.4,0.1,1.0,49.6,1.19,2945.0,1.5,,
CE2,[V(+/-45)g/0c]S,39.2,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.1,8h @ 60C,,,CE2-221-LW,621.0,62.1,0.1,1.0,55.2,1.06,12455.0,1.5,,
CE2,[V(+/-45)g/0c]S,39.6,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.07,8h @ 60C,,,CE2-223-LW,621.0,62.1,0.1,1.0,52.4,1.21,7770.0,1.5,,
CE2,[V(+/-45)g/0c]S,38.0,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.2,8h @ 60C,,,CE2-225-LW,621.0,62.1,0.1,1.0,53.4,1.16,927.0,1.5,,
CE2,[V(+/-45)g/0c]S,35.2,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.45,8h @ 60C,,,CE2-230-T,81.6,,,0.0254,9.31,3.34,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,34.9,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.48,8h @ 60C,,,CE2-232-T,81.8,,,0.0254,7.86,3.35,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,35.4,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.43,8h @ 60C,,,CE2-234-T,86.3,,,0.0254,8.96,3.43,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,33.1,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.67,8h @ 60C,,,CE2-236-T,79.0,,,0.0254,9.93,2.84,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,35.3,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.44,8h @ 60C,,,CE2-238-T,88.1,,,0.0254,9.03,3.35,1.0,0.0,,
CE2,[V(+/-45)g/0c]S,36.0,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.37,8h @ 60C,,,CE2-241-TW,61.8,,,0.0254,8.07,2.11,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,34.6,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.51,8h @ 60C,,,CE2-243-TW,56.1,,,0.0254,7.58,1.74,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,35.7,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.4,8h @ 60C,,,CE2-245-TW,58.5,,,0.0254,7.86,1.79,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,35.8,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.39,8h @ 60C,,,CE2-247-TW,57.6,,,0.0254,7.93,1.83,1.0,1.3,,
CE2,[V(+/-45)g/0c]S,35.8,Epoxy,Pro-set INF 114/211,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.39,8h @ 60C,,,CE2-249-TW,60.3,,,0.0254,7.52,1.72,1.0,1.3,,
CE3,[V(+/-45)g/0c]S,42.2,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.77,12h @ 70C,,,CE3-300-L,812.0,,,0.0254,53.0,1.46,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,41.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.79,12h @ 70C,,,CE3-302-L,782.0,,,0.0254,55.0,1.38,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,42.0,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.78,12h @ 70C,,,CE3-304-L,794.0,,,0.0254,50.7,1.47,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,38.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,3.01,12h @ 70C,,,CE3-306-L,821.0,,,0.0254,57.1,1.49,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,40.7,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.87,12h @ 70C,,,CE3-308-L,753.0,,,0.0254,54.8,1.35,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,43.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.68,12h @ 70C,,,CE3-310-L,655.0,65.5,0.1,1.0,51.0,1.22,1258.0,0.0,,
CE3,[V(+/-45)g/0c]S,43.7,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.67,12h @ 70C,,,CE3-316-L,638.0,63.8,0.1,1.0,56.7,1.09,198.0,0.0,,
CE3,[V(+/-45)g/0c]S,44.9,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.6,12h @ 70C,,,CE3-314-L,638.0,63.8,0.1,1.0,51.1,1.24,2533.0,0.0,,
CE3,[V(+/-45)g/0c]S,43.7,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.67,12h @ 70C,,,CE3-312-L,638.0,63.8,0.1,1.0,55.1,1.09,8532.0,0.0,,
CE3,[V(+/-45)g/0c]S,43.7,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.67,12h @ 70C,,,CE3-318-L,621.0,62.1,0.1,1.0,54.7,1.08,25103.0,0.0,,
CE3,[V(+/-45)g/0c]S,40.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.86,12h @ 70C,,,CE3-311-LW,730.0,,,0.0254,47.8,1.44,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,42.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.74,12h @ 70C,,,CE3-313-LW,700.0,,,0.0254,61.2,1.16,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,40.0,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.92,12h @ 70C,,,CE3-315-LW,650.0,,,0.0254,46.5,1.4,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,41.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.79,12h @ 70C,,,CE3-317-LW,632.0,,,0.0254,53.6,1.18,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,40.5,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.88,12h @ 70C,,,CE3-319-LW,741.0,,,0.0254,51.6,1.39,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,43.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.68,12h @ 70C,,,CE3-327-LW,565.0,56.5,0.1,1.0,45.4,1.17,27.0,1.2,,
CE3,[V(+/-45)g/0c]S,43.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.68,12h @ 70C,,,CE3-321-LW,552.0,55.2,0.1,1.0,50.7,1.03,37583.0,1.2,,
CE3,[V(+/-45)g/0c]S,44.1,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.65,12h @ 70C,,,CE3-325-LW,586.0,58.6,0.1,1.0,57.8,0.97,3118.0,1.2,,
CE3,[V(+/-45)g/0c]S,42.2,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.77,12h @ 70C,,,CE3-331-LW,607.0,60.7,0.1,1.0,49.4,1.28,1007.0,1.2,,
CE3,[V(+/-45)g/0c]S,45.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.55,12h @ 70C,,,CE3-329-LW,621.0,62.1,0.1,1.0,47.6,1.32,12538.0,1.2,,
CE3,[V(+/-45)g/0c]S,41.4,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.82,12h @ 70C,,,CE3-323-LW,621.0,62.1,0.1,1.0,51.0,1.18,1140.0,1.2,,
CE3,[V(+/-45)g/0c]S,42.0,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.78,12h @ 70C,,,CE3-332-T,98.0,,,0.0254,10.4,4.04,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,38.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,3.01,12h @ 70C,,,CE3-334-T,91.8,,,0.0254,9.45,3.65,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,41.3,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.83,12h @ 70C,,,CE3-336-T,95.4,,,0.0254,9.52,3.2,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,39.4,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.96,12h @ 70C,,,CE3-338-T,93.5,,,0.0254,10.1,3.7,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,41.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.81,12h @ 70C,,,CE3-340-T,97.6,,,0.0254,10.3,3.75,1.0,0.0,,
CE3,[V(+/-45)g/0c]S,40.0,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.92,12h @ 70C,,,CE3-343-TW,70.1,,,0.0254,8.62,2.08,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,40.7,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.87,12h @ 70C,,,CE3-345-TW,68.0,,,0.0254,8.55,1.99,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,39.8,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.93,12h @ 70C,,,CE3-347-TW,66.0,,,0.0254,8.48,1.8,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,39.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.95,12h @ 70C,,,CE3-349-TW,69.0,,,0.0254,8.89,1.99,1.0,1.1,,
CE3,[V(+/-45)g/0c]S,40.3,Epoxy,Hexion RIMR 035c/RIMH 0366,Zoltek UD600,E-BX-1700,42.2 G,0,0,0.2 G,2.9,12h @ 70C,,,CE3-351-TW,66.9,,,0.0254,8.55,1.73,1.0,1.1,,
CE4,[V(+/-45)g/0c]S,37.4,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.25,12h @ 70C,,,CE4-400-L,773.0,,,0.0254,52.2,1.38,1.0,0.0,,
CE4,[V(+/-45)g/0c]S,37.6,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.23,12h @ 70C,,,CE4-402-L,755.0,,,0.0254,52.3,1.36,1.0,0.0,,
CE4,[V(+/-45)g/0c]S,35.3,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.44,12h @ 70C,,,CE4-404-L,794.0,,,0.0254,58.0,1.33,1.0,0.0,,
CE4,[V(+/-45)g/0c]S,37.4,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.25,12h @ 70C,,,CE4-406-L,812.0,,,0.0254,55.6,1.41,1.0,0.0,,
CE4,[V(+/-45)g/0c]S,36.9,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.29,12h @ 70C,,,CE4-408-L,737.0,,,0.0254,50.3,1.34,1.0,0.0,,
CE4,[V(+/-45)g/0c]S,39.3,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.09,12h @ 70C,,,CE4-414-L,614.0,61.4,0.1,1.0,58.8,1.02,66685.0,0.0,,
CE4,[V(+/-45)g/0c]S,39.3,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.09,12h @ 70C,,,CE4-410-L,614.0,61.4,0.1,1.0,54.6,1.1,16264.0,0.0,,
CE4,[V(+/-45)g/0c]S,36.5,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.33,12h @ 70C,,,CE4-428-L,614.0,61.4,0.1,1.0,51.2,1.14,47686.0,0.0,,
CE4,[V(+/-45)g/0c]S,36.5,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.33,12h @ 70C,,,CE4-422-L,621.0,62.1,0.1,1.0,50.3,1.18,6708.0,0.0,,
CE4,[V(+/-45)g/0c]S,36.0,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.38,12h @ 70C,,,CE4-411-LW,706.0,,,0.0254,54.5,1.24,1.0,1.2,,
CE4,[V(+/-45)g/0c]S,36.7,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.31,12h @ 70C,,,CE4-413-LW,727.0,,,0.0254,57.0,1.28,1.0,1.2,,
CE4,[V(+/-45)g/0c]S,34.5,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.52,12h @ 70C,,,CE4-415-LW,661.0,,,0.0254,48.1,1.33,1.0,1.2,,
CE4,[V(+/-45)g/0c]S,39.0,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.12,12h @ 70C,,,CE4-417-LW,775.0,,,0.0254,52.3,1.41,1.0,1.2,,
CE4,[V(+/-45)g/0c]S,35.5,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.42,12h @ 70C,,,CE4-419-LW,692.0,,,0.0254,53.6,1.26,1.0,1.2,,
CE4,[V(+/-45)g/0c]S,34.9,Epoxy,Hexion RIMR 035c/RIMH 0366,Vectorply CLA 1812,E-BX 1700,43.3 G,0,0,0.2 G,3.48,12h @ 70C,,,CE4-421-LW,614.0,61.4,0.1,1.0,52.5,1.13,3917.0,1.3,,
