Material,Lay-up,"Vf, %",Resin Type,Resin,0 Deg fabric name,45 Deg fabric name,45 Deg fabric %,90 Deg fabric name,90 Deg fabric %,other %,"Thickness, mm",Cure / Post Cure,Process,Test #,Coupon,"Max. Stress, MPa","Min. Stress, MPa",R-value,"Freq., Hz or mm/s","E, GPa (0.1-0.3%)",Max. % Strain,Cycles,"Moisture Gain, %",Contractor report,Conference Paper
P11,[0/90]3,36.1,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.57,Not specified,,,P11-7011-LW,213.0,,,0.0254,13.7,1.93,1.0,3.3,,
P11,[0/90]3,35.2,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.64,Not specified,,,P11-7013-LW,193.0,,,0.0254,15.0,1.31,1.0,3.3,,
P11,[0/90]3,35.5,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.62,Not specified,,,P11-7015-LW,212.0,,,0.0254,14.5,1.53,1.0,3.3,,
P11,[0/90]3,36.1,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.57,Not specified,,,P11-7017-LW,211.0,,,0.0254,17.4,1.42,1.0,3.3,,
P11,[0/90]3,35.9,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.59,Not specified,,,P11-7019-LW,227.0,,,0.0254,15.2,1.61,1.0,3.3,,
P11,[0/90]3,37.2,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.5,Not specified,,,P11-7033-LW,103.0,10.3,0.1,1.5,16.7,0.59,1986.0,5.7,,
P11,[0/90]3,36.6,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.54,Not specified,,,P11-7027-LW,103.0,10.3,0.1,1.5,14.8,0.65,793.0,5.7,,
P11,[0/90]3,36.4,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.55,Not specified,,,P11-7021-LW,103.0,10.3,0.1,1.5,14.6,0.69,1641.0,5.7,,
P11,[0/90]3,37.8,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.46,Not specified,,,P11-7023-LW,124.0,12.4,0.1,1.5,13.9,0.86,2226.0,5.7,,
P11,[0/90]3,35.9,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.59,Not specified,,,P11-3W-KN,243.0,,,0.017,15.9,1.57,1.0,0.52,,
P11,[0/90]3,36.3,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.56,Not specified,,,P11-4W-KN,254.0,,,0.017,16.4,1.7,1.0,0.39,,
P11,[0/90]3,36.0,HDPE,HDPE,E-glass roving,0,50,0,0,0,2.58,Not specified,,,P11-5W-KN,230.0,,,0.017,13.7,1.87,1.0,0.21,,
P12,[0]6,35.1,PP,PP,E-glass roving,0,0,0,0,0,1.96,Not specified,,,P12-002-L,443.0,,,0.0254,25.7,1.72,1.0,0.0,,
P12,[0]6,33.1,PP,PP,E-glass roving,0,0,0,0,0,2.08,Not specified,,,P12-004-L,459.0,,,0.0254,29.4,1.63,1.0,0.0,,
P12,[0]6,31.3,PP,PP,E-glass roving,0,0,0,0,0,2.2,Not specified,,,P12-006-L,450.0,,,0.0254,27.5,1.8,1.0,0.0,,
P12,[0]6,32.3,PP,PP,E-glass roving,0,0,0,0,0,2.13,Not specified,,,P12-008-L,409.0,,,0.0254,27.5,1.59,1.0,0.0,,
P12,[0]6,31.0,PP,PP,E-glass roving,0,0,0,0,0,2.22,Not specified,,,P12-010-L,410.0,,,0.0254,26.9,1.65,1.0,0.0,,
P12,[0]6,30.4,PP,PP,E-glass roving,0,0,0,0,0,2.26,Not specified,,,P12-022-L,255.0,25.5,0.1,1.5,28.4,0.87,34398.0,0.0,,
P12,[0]6,32.6,PP,PP,E-glass roving,0,0,0,0,0,2.11,Not specified,,,P12-020-L,255.0,25.5,0.1,1.5,27.6,0.91,17255.0,0.0,,
P12,[0]6,32.5,PP,PP,E-glass roving,0,0,0,0,0,2.12,Not specified,,,P12-018-L,241.0,24.1,0.1,1.5,26.8,0.89,122468.0,0.0,,
P12,[0]6,31.6,PP,PP,E-glass roving,0,0,0,0,0,2.18,Not specified,,,P12-016-L,241.0,24.1,0.1,1.5,26.4,1.1,1854.0,0.0,,
P12,[0]6,32.8,PP,PP,E-glass roving,0,0,0,0,0,2.1,Not specified,,,P12-014-L,207.0,20.7,0.1,1.5,30.1,0.67,94571.0,0.0,,
P12,[0]6,32.3,PP,PP,E-glass roving,0,0,0,0,0,2.13,Not specified,,,P12-011-LW,397.0,,,0.0254,28.3,1.48,1.0,3.0,,
P12,[0]6,32.3,PP,PP,E-glass roving,0,0,0,0,0,2.13,Not specified,,,P12-013-LW,339.0,,,0.0254,25.4,1.38,1.0,3.0,,
P12,[0]6,31.9,PP,PP,E-glass roving,0,0,0,0,0,2.16,Not specified,,,P12-015-LW,373.0,,,0.0254,27.4,1.31,1.0,3.0,,
P12,[0]6,32.3,PP,PP,E-glass roving,0,0,0,0,0,2.13,Not specified,,,P12-017-LW,406.0,,,0.0254,29.2,1.35,1.0,3.0,,
P12,[0]6,31.6,PP,PP,E-glass roving,0,0,0,0,0,2.18,Not specified,,,P12-019-LW,326.0,,,0.0254,26.4,1.46,1.0,3.0,,
P12,[0]6,32.8,PP,PP,E-glass roving,0,0,0,0,0,2.1,Not specified,,,P12-009-LW,172.0,17.2,0.1,1.5,19.9,0.89,8267.0,5.1,,
P12,[0]6,32.0,PP,PP,E-glass roving,0,0,0,0,0,2.15,Not specified,,,P12-003-LW,172.0,17.2,0.1,1.5,31.6,0.53,22581.0,5.1,,
P12,[0]6,34.6,PP,PP,E-glass roving,0,0,0,0,0,1.99,Not specified,,,P12-001-LW,172.0,17.2,0.1,1.5,28.4,0.58,78822.0,5.1,,
P12,[0]6,31.6,PP,PP,E-glass roving,0,0,0,0,0,2.18,Not specified,,,P12-023-LW,207.0,20.7,0.1,1.5,,,5830.0,5.1,,
P12,[0]6,30.7,PP,PP,E-glass roving,0,0,0,0,0,2.24,Not specified,,,P12-021-LW,241.0,24.1,0.1,1.5,29.2,0.83,1840.0,5.1,,
P12,[0]6,30.7,PP,PP,E-glass roving,0,0,0,0,0,2.24,Not specified,,,P12-26-T,4.3,,,0.0254,2.55,0.2,1.0,0.0,,
P12,[0]6,31.9,PP,PP,E-glass roving,0,0,0,0,0,2.16,Not specified,,,P12-28-T,3.1,,,0.0254,0.83,0.41,1.0,0.0,,
P12,[0]6,33.2,PP,PP,E-glass roving,0,0,0,0,0,2.07,Not specified,,,P12-30-T,3.4,,,0.0254,1.31,0.2,1.0,0.0,,
P12,[0]6,31.0,PP,PP,E-glass roving,0,0,0,0,0,2.22,Not specified,,,P12-32-T,4.4,,,0.0254,1.72,0.13,1.0,0.0,,
P12,[0]6,32.6,PP,PP,E-glass roving,0,0,0,0,0,2.11,Not specified,,,P12-34-T,3.6,,,0.0254,1.03,0.32,1.0,0.0,,
P12,[0]6,32.5,PP,PP,E-glass roving,0,0,0,0,0,2.12,Not specified,,,P12-35-TW,2.7,,,0.0254,0.9,0.4,1.0,3.0,,
P12,[0]6,30.7,PP,PP,E-glass roving,0,0,0,0,0,2.24,Not specified,,,P12-37-TW,2.7,,,0.0254,1.03,0.33,1.0,3.0,,
P12,[0]6,31.0,PP,PP,E-glass roving,0,0,0,0,0,2.22,Not specified,,,P12-39-TW,2.6,,,0.0254,1.17,0.32,1.0,3.0,,
P12,[0]6,32.5,PP,PP,E-glass roving,0,0,0,0,0,2.12,Not specified,,,P12-41-TW,3.0,,,0.0254,0.83,0.37,1.0,3.0,,
P12,[0]6,31.1,PP,PP,E-glass roving,0,0,0,0,0,2.21,Not specified,,,P12-47-TW,2.1,,,0.0254,1.1,0.14,1.0,3.0,,
P13,[0/90]3,36.7,PP,PP,E-glass roving,0,50,0,0,0,2.13,Not specified,,,P13-5000-L,293.0,,,0.0254,13.3,2.6,1.0,0.0,,
P13,[0/90]3,36.4,PP,PP,E-glass roving,0,50,0,0,0,2.15,Not specified,,,P13-5002-L,324.0,,,0.0254,14.8,2.51,1.0,0.0,,
P13,[0/90]3,36.4,PP,PP,E-glass roving,0,50,0,0,0,2.15,Not specified,,,P13-5004-L,305.0,,,0.0254,14.3,2.56,1.0,0.0,,
P13,[0/90]3,36.2,PP,PP,E-glass roving,0,50,0,0,0,2.16,Not specified,,,P13-5006-L,297.0,,,0.0254,14.8,2.37,1.0,0.0,,
P13,[0/90]3,37.1,PP,PP,E-glass roving,0,50,0,0,0,2.11,Not specified,,,P13-5008-L,319.0,,,0.0254,13.9,3.4,1.0,0.0,,
P13,[0/90]3,36.4,PP,PP,E-glass roving,0,50,0,0,0,2.15,Not specified,,,P13-5011-L,138.0,13.8,0.1,1.5,14.1,0.96,47883.0,0.0,,
P13,[0/90]3,36.4,PP,PP,E-glass roving,0,50,0,0,0,2.15,Not specified,,,P13-5016-L,138.0,13.8,0.1,1.5,14.3,0.94,239576.0,0.0,,
P13,[0/90]3,35.4,PP,PP,E-glass roving,0,50,0,0,0,2.21,Not specified,,,P13-5014-L,138.0,13.8,0.1,1.5,15.1,0.9,24259.0,0.0,,
P13,[0/90]3,34.6,PP,PP,E-glass roving,0,50,0,0,0,2.26,Not specified,,,P13-5012-L,152.0,15.2,0.1,1.5,14.3,1.04,25699.0,0.0,,
P13,[0/90]3,35.1,PP,PP,E-glass roving,0,50,0,0,0,2.23,Not specified,,,P13-1-KN,235.0,,,0.017,11.6,2.74,1.0,0.0,,
P13,[0/90]3,35.6,PP,PP,E-glass roving,0,50,0,0,0,2.2,Not specified,,,P13-2-KN,312.0,,,0.017,12.4,2.7,1.0,0.0,,
P13,[0/90]3,32.7,PP,PP,E-glass roving,0,50,0,0,0,2.39,Not specified,,,P13-6-KN,283.0,,,0.017,13.0,2.31,1.0,0.0,,
P13,[0/90]3,35.4,PP,PP,E-glass roving,0,50,0,0,0,2.21,Not specified,,,P13-5011-LW,186.0,,,0.0254,14.7,1.38,1.0,5.1,,
P13,[0/90]3,35.9,PP,PP,E-glass roving,0,50,0,0,0,2.18,Not specified,,,P13-5013-LW,186.0,,,0.0254,16.6,1.24,1.0,5.1,,
P13,[0/90]3,34.5,PP,PP,E-glass roving,0,50,0,0,0,2.27,Not specified,,,P13-5015-LW,159.0,,,0.0254,14.2,1.16,1.0,5.1,,
P13,[0/90]3,34.6,PP,PP,E-glass roving,0,50,0,0,0,2.26,Not specified,,,P13-5017-LW,171.0,,,0.0254,13.4,1.29,1.0,5.1,,
P13,[0/90]3,35.4,PP,PP,E-glass roving,0,50,0,0,0,2.21,Not specified,,,P13-5019-LW,187.0,,,0.0254,14.7,1.33,1.0,5.1,,
P13,[0/90]3,36.9,PP,PP,E-glass roving,0,50,0,0,0,2.12,Not specified,,,P13-5025-LW,103.0,10.3,0.1,1.5,15.3,0.64,9909.0,8.3,,
P13,[0/90]3,37.3,PP,PP,E-glass roving,0,50,0,0,0,2.1,Not specified,,,P13-5029-LW,103.0,10.3,0.1,1.5,13.9,0.72,18359.0,8.3,,
P13,[0/90]3,37.3,PP,PP,E-glass roving,0,50,0,0,0,2.1,Not specified,,,P13-5031-LW,103.0,10.3,0.1,1.5,13.2,0.74,20957.0,8.3,,
P13,[0/90]3,36.7,PP,PP,E-glass roving,0,50,0,0,0,2.13,Not specified,,,P13-5033-LW,128.0,12.8,0.1,1.5,14.5,0.82,1711.0,8.3,,
P13,[0/90]3,35.9,PP,PP,E-glass roving,0,50,0,0,0,2.18,Not specified,,,P13-5021-LW,138.0,13.8,0.1,1.5,13.7,0.97,671.0,8.3,,
P13,[0/90]3,34.9,PP,PP,E-glass roving,0,50,0,0,0,2.24,Not specified,,,P13-3W-KN,226.0,,,0.017,12.2,1.88,1.0,2.7,,
P13,[0/90]3,34.9,PP,PP,E-glass roving,0,50,0,0,0,2.24,Not specified,,,P13-4W-KN,232.0,,,0.017,13.7,1.73,1.0,2.8,,
P13,[0/90]3,35.3,PP,PP,E-glass roving,0,50,0,0,0,2.22,Not specified,,,P13-5W-KN,227.0,,,0.017,13.9,1.66,1.0,2.5,,
P14,[0]6,38.0,,PA11,E-glass roving,0,0,0,0,0,1.65,Not specified,,,P14-500-L,776.0,,,0.0254,29.0,2.9,1.0,0.0,,
P14,[0]6,36.6,PA11,PA11,E-glass roving,0,0,0,0,0,1.71,Not specified,,,P14-502-L,758.0,,,0.0254,32.9,2.57,1.0,0.0,,
P14,[0]6,39.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.59,Not specified,,,P14-504-L,838.0,,,0.0254,32.0,2.73,1.0,0.0,,
P14,[0]6,39.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.59,Not specified,,,P14-506-L,706.0,,,0.0254,30.1,2.39,1.0,0.0,,
P14,[0]6,39.2,PA11,PA11,E-glass roving,0,0,0,0,0,1.6,Not specified,,,P14-508-L,790.0,,,0.0254,33.0,2.4,1.0,0.0,,
P14,[0]6,40.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.55,Not specified,,,P14-516-L,448.0,44.8,0.1,1.5,33.7,1.29,37142.0,0.0,,
P14,[0]6,37.1,PA11,PA11,E-glass roving,0,0,0,0,0,1.69,Not specified,,,P14-512-L,448.0,44.8,0.1,1.5,34.1,1.27,21263.0,0.0,,
P14,[0]6,36.9,PA11,PA11,E-glass roving,0,0,0,0,0,1.7,Not specified,,,P14-514-L,448.0,44.8,0.1,1.5,31.8,1.35,29079.0,0.0,,
P14,[0]6,37.3,PA11,PA11,E-glass roving,0,0,0,0,0,1.68,Not specified,,,P14-510-L,379.0,37.9,0.1,1.5,35.5,1.04,139361.0,0.0,,
P14,[0]6,39.2,PA11,PA11,E-glass roving,0,0,0,0,0,1.6,Not specified,,,P14-511-LW,516.0,,,0.0254,32.7,1.74,1.0,1.5,,
P14,[0]6,40.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.55,Not specified,,,P14-513-LW,503.0,,,0.0254,34.8,1.6,1.0,1.5,,
P14,[0]6,38.0,PA11,PA11,E-glass roving,0,0,0,0,0,1.65,Not specified,,,P14-515-LW,518.0,,,0.0254,33.0,1.62,1.0,1.5,,
P14,[0]6,39.9,PA11,PA11,E-glass roving,0,0,0,0,0,1.57,Not specified,,,P14-517-LW,530.0,,,0.0254,32.8,1.73,1.0,1.5,,
P14,[0]6,38.9,PA11,PA11,E-glass roving,0,0,0,0,0,1.61,Not specified,,,P14-519-LW,528.0,,,0.0254,31.4,1.75,1.0,1.5,,
P14,[0]6,37.3,PA11,PA11,E-glass roving,0,0,0,0,0,1.68,Not specified,,,P14-507-LW,310.0,31.0,0.1,1.5,33.2,0.93,58933.0,1.7,,
P14,[0]6,38.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.63,Not specified,,,P14-509-LW,345.0,34.5,0.1,1.0,25.8,1.39,1419.0,1.7,,
P14,[0]6,36.6,PA11,PA11,E-glass roving,0,0,0,0,0,1.71,Not specified,,,P14-505-LW,345.0,34.5,0.1,1.5,34.3,0.99,8159.0,1.7,,
P14,[0]6,36.2,PA11,PA11,E-glass roving,0,0,0,0,0,1.73,Not specified,,,P14-503-LW,345.0,34.5,0.1,1.5,39.1,0.83,15490.0,1.7,,
P14,[0]6,40.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.55,Not specified,,,P14-501-LW,414.0,41.4,0.1,1.5,34.3,1.16,89.0,1.7,,
P14,[0]6,37.1,PA11,PA11,E-glass roving,0,0,0,0,0,1.69,Not specified,,,P14-523-LW,448.0,44.8,0.1,1.5,39.1,0.94,142.0,1.7,,
P14,[0]6,36.2,PA11,PA11,E-glass roving,0,0,0,0,0,1.73,Not specified,,,P14-528-T,11.3,,,0.0254,3.38,0.37,1.0,0.0,,
P14,[0]6,36.9,PA11,PA11,E-glass roving,0,0,0,0,0,1.7,Not specified,,,P14-530-T,13.2,,,0.0254,3.03,0.55,1.0,0.0,,
P14,[0]6,37.1,PA11,PA11,E-glass roving,0,0,0,0,0,1.69,Not specified,,,P14-532-T,7.0,,,0.0254,2.76,0.23,1.0,0.0,,
P14,[0]6,36.6,PA11,PA11,E-glass roving,0,0,0,0,0,1.71,Not specified,,,P14-534-T,14.3,,,0.0254,3.31,0.57,1.0,0.0,,
P14,[0]6,37.3,PA11,PA11,E-glass roving,0,0,0,0,0,1.68,Not specified,,,P14-536-T,19.4,,,0.0254,3.52,0.76,1.0,0.0,,
P14,[0]6,37.1,PA11,PA11,E-glass roving,0,0,0,0,0,1.69,Not specified,,,P14-535-TW,12.1,,,0.0254,1.72,1.2,1.0,1.5,,
P14,[0]6,39.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.59,Not specified,,,P14-537-TW,5.0,,,0.0254,0.9,1.07,1.0,1.5,,
P14,[0]6,41.2,PA11,PA11,E-glass roving,0,0,0,0,0,1.52,Not specified,,,P14-539-TW,5.3,,,0.0254,1.45,0.24,1.0,1.5,,
P14,[0]6,39.9,PA11,PA11,E-glass roving,0,0,0,0,0,1.57,Not specified,,,P14-541-TW,5.1,,,0.0254,1.24,0.6,1.0,1.5,,
P14,[0]6,34.4,PA11,PA11,E-glass roving,0,0,0,0,0,1.82,Not specified,,,P14-547-TW,1.9,,,0.0254,1.03,0.19,1.0,1.5,,
Material,Lay-up,,Resin Type,Resin,0 Deg fabric,45 Deg fabric,"%, 45 Deg",90 deg fabric,"%, 90 Deg",other %,,Cure / Post Cure,Process,Test #,Coupon,,,,,,,,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-100,644.0,,,,28.9,3.0,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-101,650.0,,,,32.2,3.0,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-102,674.0,,,,30.1,3.1,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-103,649.0,,,,31.5,2.8,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-104,616.0,,,,29.6,2.7,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-200W,516.0,,,,28.8,2.5,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-201W,554.0,,,,28.0,2.3,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-202W,517.0,,,,26.3,2.3,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-203W,466.0,,,,29.4,2.2,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-204W,489.0,,,,26.8,2.3,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-110,-568.0,,,,30.34,-1.9,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-111,-598.0,,,,30.34,-2.0,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-112,-487.0,,,,30.34,-1.6,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-113,-556.0,,,,30.34,-1.8,1.0,,,
Balanced_dry,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-114,-612.0,,,,30.34,-2.0,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-210W,-453.0,,,,27.46,-1.6,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-211W,-548.0,,,,27.46,-2.0,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-212W,-436.0,,,,27.46,-1.6,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-213W,-383.0,,,,27.46,-1.4,1.0,,,
Balanced_full_Saturation,[90/0]s,61.0,VE,Scott Bader Crestapol 1250,Vectorply E-LT 3800,0,0,0,9,1,3.154,"48h/25 C, 8h/70 C",Infusion,,4064-214W,-436.0,,,,27.46,-1.6,1.0,,,
FAU_Long_term_control,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.79,,,,15017_C510_1,2315.0,,,,126.0,1.8,1.0,,,
FAU_Long_term_control,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.71,,,,15017_C510_2,2380.0,,,,127.0,1.8,1.0,,,
FAU_Long_term_control,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.44,,,,15017_C510_3,2221.0,,,,118.0,1.7,1.0,,,
FAU_Long_term_control,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.59,,,,15017_C510_4,2230.0,,,,125.0,1.7,1.0,,,
FAU_Long_term_control,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.51,,,,15017_C510_5,2262.0,,,,120.0,1.7,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.74,,,,15017-1000W,2499.0,,,,115.0,1.9,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.88,,,,15017-1002W,2627.0,,,,123.0,1.9,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.02,,,,15017-1003W,2590.0,,,,124.0,1.8,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.74,,,,15017-1004W,2402.0,,,,123.0,1.8,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.8,,,,15017-1005W,2434.0,,,,121.0,1.8,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.7,,,,15017-1006W,2490.0,,,,121.0,1.8,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.76,,,,15017-1007W,,,,,122.0,1.8,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,2.18,,,,15017-1008W,2483.0,,,,124.0,1.8,1.0,,,
FAU_Long_term_Saturated,[0]4,48.4,VE,Derakane 510A-40 ,Uni-directional Carbon,0,0,0,0,0,1.72,,,,15017-1009W,2437.0,,,,123.0,1.8,1.0,,,
Uni_Control ,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-4,928.7949350127784,,,,,,1.0,,,
Uni_Control ,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-5,1003.3033207138234,,,,,,1.0,,,
Uni_Control ,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-6,889.1618694949348,,,,,,1.0,,,
Uni_Control ,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-7,1026.4493050625908,,,,,,1.0,,,
Uni_Control ,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-8,1007.4431439868338,,,,,,1.0,,,
Uni_Saturated,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-15,571.32308614185,,,,,,1.0,,,
Uni_Saturated,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-16,603.7048533830553,,,,,,1.0,,,
Uni_Saturated,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-17,604.3459957906825,,,,,,1.0,,,
Uni_Saturated,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-18,575.5598378289291,,,,,,1.0,,,
Uni_Saturated,[0]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-19,599.0392983958316,,,,,,1.0,,,
Uni_Control ,[90]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-101,103.44113463926745,,,,,,1.0,,,
Uni_Control ,[90]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-103,83.04431581182132,,,,,,1.0,,,
Uni_Control ,[90]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-104,82.05779879624399,,,,,,1.0,,,
Uni_Control ,[90]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4095-105,94.49131790172343,,,,,,1.0,,,
Uni_Control ,[90]2,56.0,EP,Hexion 135/1366,Vectorply E-LT 3900,0,0,0,8,1,2.01,"48h/25 C, 8h/70 C",Infusion,,4090-103,88.77902800900468,,,,,,1.0,,,
